Entered_Date;Submission_Status;Fraud_Type;UBICACION;Transaction_Amount_USD;ano;mes;Local_Amount;Merchant_Name;Acquirer_Reference_Number;Transaction_Type;Local_Currency_Code;Directory_Server_ID;Program_Protocol;Transaction_Type_Indicator;string_field_24
2023-06-29 02:50:08.000000 UTC;Success;CNP;INTER;10,15;2023;202305;230950;PEDIDOSYA;52.308.453.129.097.300.000.000;;32;;;;
2023-06-29 02:50:07.000000 UTC;Success;CNP;INTER;1,11;2023;202305;25400;PEDIDOSYA;52.308.453.131.697.400.000.000;;32;;;;
2023-06-29 02:50:04.000000 UTC;Success;CNP;INTER;2,98;2023;202305;69900;PEDIDOSYA _ PLUS;52.308.453.144.555.600.000.000;;32;;;;
2023-06-29 02:50:06.000000 UTC;Success;CNP;INTER;237,61;2023;202305;5599800;ADIDAS;52.308.453.149.904.800.000.000;;32;;;;
2023-06-29 02:50:07.000000 UTC;Success;CNP;INTER;5,16;2023;202305;121626;DLO_HELPHBOMAXCOM;52.308.453.149.832.600.000.000;;32;;;;
2023-08-03 02:59:00.000000 UTC;Success;CNP;INTER;8,77;2023;202305;209000;PEDIDOSYA;52.308.453.150.363.800.000.000;;32;;;;
2023-07-12 02:59:13.000000 UTC;Success;CNP;INTER;42,44;2023;202305;1011245;DLO_RIOT GAMES;52.308.453.153.939.600.000.000;;32;;;;
2023-07-12 02:59:13.000000 UTC;Success;ROBO;INTER;4,83;2023;202305;115307;DLO_RIOT GAMES;52.308.453.153.941.500.000.000;;32;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;13,22;2023;202306;322300;UBER;52.308.453.160.564.800.000.000;;32;;;;
2023-08-03 02:59:01.000000 UTC;Success;CNP;INTER;17,21;2023;202306;424900;PEDIDOSYA;52.308.453.164.753.000.000.000;;32;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;5,12;2023;202306;126500;UBER;52.308.453.166.638.300.000.000;;32;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;5,88;2023;202306;145400;UBER;52.308.453.166.726.800.000.000;;32;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;5,41;2023;202306;134000;UBER;52.308.453.167.424.600.000.000;;32;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;3,69;2023;202306;91400;UBER;52.308.453.172.571.600.000.000;;32;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;6,15;2023;202306;152800;UBER;52.308.453.172.643.600.000.000;;32;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;5,78;2023;202306;143600;UBER;52.308.453.172.620.300.000.000;;32;;;;
2023-07-12 02:59:12.000000 UTC;Success;CNP;INTER;7,65;2023;202306;190600;UBER;52.308.453.172.949.600.000.000;;32;;;;
2023-07-12 02:59:12.000000 UTC;Success;CNP;INTER;5,44;2023;202306;135500;UBER;52.308.453.172.093.900.000.000;;32;;;;
2023-07-12 02:59:12.000000 UTC;Success;CNP;INTER;5,75;2023;202306;143400;UBER;52.308.453.172.918.500.000.000;;32;;;;
2023-07-12 02:59:12.000000 UTC;Success;CNP;INTER;6,82;2023;202306;170000;UBER;52.308.453.172.519.500.000.000;;32;;;;
2023-07-12 02:59:13.000000 UTC;Success;CNP;INTER;7,93;2023;202306;200000;HOYTS;52.308.453.173.637.600.000.000;;32;;;;
2023-07-27 03:34:47.000000 UTC;Success;CNP;INTER;178,43;2023;202306;4552300;FIFTYFIVE;52.308.453.179.330.700.000.000;;32;;;;
2023-07-27 03:34:44.000000 UTC;Success;CNP;INTER;3,88;2023;202306;99500;WWW.CRUZMEDICAL  51801;32.308.453.181.062.200.000.000;;32;;;;
2023-07-12 02:59:13.000000 UTC;Success;CNP;INTER;7,79;2023;202306;200000;HOYTS;52.308.453.184.181.600.000.000;;32;;;;
2023-08-03 02:59:04.000000 UTC;Success;CNP;INTER;30,39;2023;202307;780000;WWW.TICKETEK.COM.AR;52.308.453.184.111.600.000.000;;32;;;;
2023-08-03 02:59:03.000000 UTC;Success;CNP;INTER;15,12;2023;202307;391598;MOVISTAR PAGO DE FACTU;52.308.453.187.476.000.000.000;;32;;;;
2023-07-28 03:21:40.000000 UTC;Success;CNP;INTER;6,83;2023;202307;181000;PEDIDOSYA;52.308.453.198.743.700.000.000;;32;;;;
2023-11-05 02:37:15.000000 UTC;Success;CNP;INTER;2,57;2023;202308;89900;RAPPI PRIME;52.308.453.244.084.900.000.000;;32;;;;
2023-10-13 07:05:35.000000 UTC;Success;CNP;INTER;282,88;2023;202309;9900000;ALL ACCESS - LOLLAPALO;52.308.453.264.113.800.000.000;;32;;;;
2023-10-13 07:05:35.000000 UTC;Success;CNP;INTER;51;2023;202309;1785000;ALL ACCESS;52.308.453.264.822.200.000.000;;32;;;;
2023-10-13 07:05:36.000000 UTC;Success;CNP;INTER;282,88;2023;202309;9900000;ALL ACCESS - LOLLAPALO;52.308.453.264.113.800.000.000;;32;;;;
2023-10-13 07:05:35.000000 UTC;Success;CNP;INTER;51;2023;202309;1785000;ALL ACCESS;52.308.453.264.822.200.000.000;;32;;;;
2023-11-29 02:37:36.000000 UTC;Success;CNP;INTER;1;2023;202310;35000;AUTOPISTAS DEL   96000;32.308.453.279.023.100.000.000;;32;;;;
2023-12-13 02:47:47.000000 UTC;Success;CNP;INTER;5,71;2023;202310;200000;Personal Flow;52.308.453.304.632.500.000.000;;32;;;;
2023-12-13 02:47:48.000000 UTC;Success;CNP;INTER;5,71;2023;202310;200000;Personal Flow;52.308.453.304.622.600.000.000;;32;;;;
2023-12-13 02:47:48.000000 UTC;Success;CNP;INTER;8,57;2023;202310;300000;Personal Flow;52.308.453.305.684.400.000.000;;32;;;;
2023-12-13 02:47:48.000000 UTC;Success;CNP;INTER;5,71;2023;202310;200000;Personal Flow;52.308.453.304.659.700.000.000;;32;;;;
2023-12-21 02:47:09.000000 UTC;Success;CNP;INTER;16,97;2023;202311;605000;ZENRISE;52.308.453.327.211.800.000.000;;32;;;;
2023-12-21 02:47:09.000000 UTC;Success;CNP;INTER;10,94;2023;202311;390000;LUCAS JEREMIAS FAR;52.308.453.327.339.900.000.000;;32;;;;
2023-09-16 02:40:23.000000 UTC;Success;CNP;INTER;27;2023;202308;2700;TIENDAM;82.701.003.236.000.000.000.000;;840;;;;
2023-11-29 02:37:37.000000 UTC;Success;CNP;INTER;0,04;2023;202310;1500;MICROSOFT*STORE;55.131.583.286.400.000.000.000;;32;;;;
2024-03-07 14:46:29.000000 UTC;Success;CNP;INTER;20,32;2023;202312;1639900;MICROSOFT*XBOX;55.131.583.361.400.100.000.000;;32;;;;
2024-03-07 14:46:29.000000 UTC;Success;CNP;INTER;20,32;2023;202312;1639900;MICROSOFT*XBOX;55.131.583.361.400.100.000.000;;32;;;;
2024-03-07 14:46:29.000000 UTC;Success;CNP;INTER;20,32;2023;202312;1639900;MICROSOFT*XBOX;55.131.583.361.400.100.000.000;;32;;;;
2024-03-07 14:46:29.000000 UTC;Success;CNP;INTER;20,32;2023;202312;1639900;MICROSOFT*XBOX;55.131.583.361.400.100.000.000;;32;;;;
2023-03-03 03:27:03.000000 UTC;Success;CNP;INTER;29,63;2023;202301;2963;SHEIN.COM;12.301.203.027.000.100.000.000;;840;;;;
2023-03-03 03:27:04.000000 UTC;Success;CNP;INTER;26,03;2023;202301;2603;SHEIN.COM;12.301.203.028.000.500.000.000;;840;;;;
2023-10-26 04:04:38.000000 UTC;Success;CNP;INTER;11,96;2023;202308;1100;SOUNDCLOUD INC;12.302.023.232.000.900.000.000;;978;;;;
2024-03-07 14:46:29.000000 UTC;Success;CNP;INTER;20,32;2023;202312;1639900;Microsoft*Xbox;15.270.213.361.000.400.000.000;;32;;;;
2024-03-07 14:46:29.000000 UTC;Success;CNP;INTER;20,32;2023;202312;1639900;Microsoft*Xbox;15.270.213.361.000.400.000.000;;32;;;;
2023-07-27 03:34:46.000000 UTC;Success;CNP;INTER;15,73;2023;202306;1438;Aliexpress.com;2.700.923.178.028.470.000.000;;978;;;;
2023-10-26 04:04:36.000000 UTC;Success;CNP;INTER;43,93;2023;202310;4153;Aliexpress.com;2.700.923.283.039.910.000.000;;978;;;;
2023-03-17 02:39:57.000000 UTC;Success;CNP;INTER;9,99;2023;202302;999;APPLE.COM/BILL;55.432.863.056.205.400.000.000;;840;;;;
2023-04-14 02:40:03.000000 UTC;Success;CNP;INTER;48,62;2023;202303;1000000;GOOGLE *ADS9431571670;55.432.863.085.204.000.000.000;;32;;;;
2023-05-31 02:31:14.000000 UTC;Success;CNP;INTER;54;2023;202304;5400;LOUNGE KEY INC;55.432.863.094.206.400.000.000;;840;;;;
2023-04-27 02:58:32.000000 UTC;Success;CNP;INTER;81,78;2023;202304;8178;GOOGLE *Playrix Games;55.432.863.098.207.800.000.000;;840;;;;
2023-04-27 02:58:29.000000 UTC;Success;CNP;INTER;34,89;2023;202304;3489;GOOGLE *Playrix Games;55.432.863.098.207.800.000.000;;840;;;;
2023-04-30 07:10:47.000000 UTC;Success;CNP;INTER;68,41;2023;202304;25000;GOOGLE *ADS8030817099;55.432.863.108.200.400.000.000;;376;;;;
2023-06-11 05:35:09.000000 UTC;Success;CNP;INTER;14,95;2023;202305;1495;Audible*ZI2SZ8IL3;55.432.863.134.208.200.000.000;;840;;;;
2023-07-28 03:21:39.000000 UTC;Success;CNP;INTER;7,99;2023;202305;799;GOOGLE *Account Book;55.432.863.138.209.400.000.000;;840;;;;
2023-06-29 02:50:06.000000 UTC;Success;CNP;INTER;14,95;2023;202305;1495;Audible*JM0MC29N3;55.432.863.141.200.400.000.000;;840;;;;
2023-06-29 02:50:06.000000 UTC;Success;CNP;INTER;14,95;2023;202305;1495;Audible*TT8L91090;55.432.863.147.202.200.000.000;;840;;;;
2023-07-12 02:59:15.000000 UTC;Success;CNP;INTER;59,99;2023;202306;5999;APPLE.COM/BILL;55.432.863.166.207.800.000.000;;840;;;;
2023-08-03 02:59:04.000000 UTC;Success;CNP;INTER;14,95;2023;202307;1495;Audible*XE46A75D3;55.432.863.182.202.700.000.000;;840;;;;
2023-08-24 03:17:10.000000 UTC;Success;CNP;INTER;24,99;2023;202308;2499;GOOGLE *Conceptiv Apps;55.432.863.213.209.300.000.000;;840;;;;
2023-09-16 02:40:23.000000 UTC;Success;CNP;INTER;14,95;2023;202308;1495;Audible*TO0KE46E2;55.432.863.226.203.300.000.000;;840;;;;
2023-12-21 02:47:10.000000 UTC;Success;CNP;INTER;31,99;2023;202310;3199;GOOGLE *Duolingo;55.432.863.286.201.400.000.000;;840;;;;
2024-03-27 02:39:55.000000 UTC;Success;CNP;INTER;60;2023;202312;6000;AMW*AMWAY ORDER;55.432.863.339.205.100.000.000;;840;;;;
2023-10-26 04:04:39.000000 UTC;Success;CNP;INTER;21,78;2023;202308;2178;FS *SOCIALBOOSTER;75.418.233.232.180.900.000.000;;840;;;;
2023-10-26 04:04:39.000000 UTC;Success;CNP;INTER;59,87;2023;202308;5987;ANC*ANCESTRY.COM;75.418.233.233.181.000.000.000;;840;;;;
2023-02-08 02:55:41.000000 UTC;Success;CNP;INTER;8,99;2023;202301;899;dnctrnw.com;72.715.923.019.158.100.000.000;;840;;4;;
2023-08-03 02:59:04.000000 UTC;Success;CNP;INTER;12,99;2023;202306;1299;smtsnglslv.com;72.715.923.167.193.600.000.000;;840;;1;;
2023-05-18 08:42:53.000000 UTC;Success;CNP;INTER;2,95;2023;202303;61554;MERPAGO*VAR;12.709.173.090.008.800.000.000;;32;;;;
2023-05-18 08:42:52.000000 UTC;Success;CNP;INTER;95,09;2023;202304;2000000;MERPAGO*LOANA08;12.709.173.094.008.900.000.000;;32;;1;a76da6fd-2529-4c43-a995-7d5161ca56e0;
2023-05-18 08:42:53.000000 UTC;Success;CNP;INTER;2,91;2023;202304;61554;MERPAGO*VAR;12.709.173.097.009.000.000.000;;32;;;;
2023-05-18 08:42:54.000000 UTC;Success;CNP;INTER;8,69;2023;202304;183583;MERPAGO*VAR;12.709.173.100.009.000.000.000;;32;;;;
2023-05-18 08:42:54.000000 UTC;Success;CNP;INTER;5,72;2023;202304;123109;MERPAGO*VAR;12.709.173.107.009.200.000.000;;32;;;;
2023-05-18 08:42:54.000000 UTC;Success;CNP;INTER;2,84;2023;202304;61554;MERPAGO*VAR;12.709.173.109.009.200.000.000;;32;;;;
2023-05-18 08:42:55.000000 UTC;Success;CNP;INTER;2,87;2023;202304;62634;MERPAGO*VAR;12.709.173.112.009.300.000.000;;32;;;;
2023-06-29 02:50:06.000000 UTC;Success;CNP;INTER;65,9;2023;202305;1467500;MERPAGO*SPLITTERMP6B2;12.709.173.123.009.500.000.000;;32;;;9f159783-117e-463a-aba9-18a75ffd6d82;
2023-08-04 02:45:21.000000 UTC;Success;CNP;INTER;159,2;2023;202305;3646457;MERPAGO*VENTAS;12.709.173.192.011.100.000.000;;32;;;;
2023-08-04 02:45:21.000000 UTC;Success;CNP;INTER;15,53;2023;202305;355660;MERPAGO*ASSURANTSERVI;12.709.173.162.010.400.000.000;;32;;;;
2023-08-04 02:45:21.000000 UTC;Success;CNP;INTER;159,56;2023;202305;3646457;MERPAGO*VENTAS;12.709.173.132.009.800.000.000;;32;;;;
2023-08-04 02:45:21.000000 UTC;Success;CNP;INTER;159,2;2023;202305;3646457;MERPAGO*VENTAS;12.709.173.162.010.400.000.000;;32;;;;
2023-08-04 02:45:20.000000 UTC;Success;CNP;INTER;15,56;2023;202305;355662;MERPAGO*ASSURANTSERVI;12.709.173.132.009.800.000.000;;32;;;;
2023-08-04 02:45:20.000000 UTC;Success;CNP;INTER;15,53;2023;202305;355660;MERPAGO*ASSURANTSERVI;12.709.173.192.011.100.000.000;;32;;;;
2023-07-27 03:34:44.000000 UTC;Success;CNP;INTER;351,18;2023;202306;8999900;MERPAGO*ELECTRONICAFL;12.709.173.181.010.900.000.000;;32;;;;
2023-09-16 02:40:24.000000 UTC;Success;CNP;INTER;390,05;2023;202308;13644634;MERPAGO*TIOSOHOGAR;12.709.173.236.012.100.000.000;;32;;;765e6e2c-56ae-4157-aadc-cc54513238c0;
2023-09-16 02:40:24.000000 UTC;Success;CNP;INTER;107,44;2023;202309;3760000;MERPAGO*MERCADOLIBRE;12.709.173.250.012.300.000.000;;32;;1;11bbfc8e-fa0f-4828-afdf-10414c55e487;
2023-12-13 02:47:48.000000 UTC;Success;CNP;INTER;1,14;2023;202309;39900;MERPAGO*TEMBICI;12.709.173.273.012.800.000.000;;32;;;;
2023-12-13 02:47:49.000000 UTC;Success;CNP;INTER;8,7;2023;202310;304500;MERPAGO*TEMBICI;12.709.173.280.012.900.000.000;;32;;;;
2023-12-21 02:47:08.000000 UTC;Success;CNP;INTER;70,11;2023;202311;2500000;MERPAGO*KIOSKO;12.709.173.327.014.000.000.000;;32;;1;25d5fb71-2b8a-42bb-8082-a4609da4c898;
2024-03-29 02:36:28.000000 UTC;Success;CNP;INTER;8,83;2023;202311;318500;MERPAGO*ALESSANDRO;12.709.173.335.014.300.000.000;;32;;;;
2024-03-29 02:36:28.000000 UTC;Success;CNP;INTER;8,83;2023;202311;318500;MERPAGO*ALESSANDRO;12.709.173.335.014.300.000.000;;32;;;;
2024-03-27 13:27:54.000000 UTC;Success;CNP;INTER;12,65;2024;202401;1265;GOOGLE*BOOKSMADEEASY;2.682.634.015.910.000.000.000;;840;;;;
2024-05-22 11:49:19.000000 UTC;Success;CNP;INTER;62,7;2024;202401;8404;DGTRESTTIMEGO;9.199.324.030.029.070.000.000;;702;;;;
2024-06-12 15:14:11.000000 UTC;Success;CNP;INTER;38,84;2024;202404;3884;SL*varregat;2.705.224.095.066.830.000.000;;840;;;;
2024-05-22 10:07:53.000000 UTC;Success;CNP;INTER;51,96;2024;202404;4790;ALSA INTERNET;75.413.114.096.018.300.000.000;;978;ec4f7197-a450-420f-8f1e-d2cef6cd58d7;2;;
2024-05-22 09:56:01.000000 UTC;Success;CNP;INTER;24,95;2024;202404;2495;MASSBAS.US;82.306.624.115.900.000.000.000;;840;;;;
2024-07-24 09:32:33.000000 UTC;Success;CNP;INTER;278,28;2024;202405;27828;PRESTIGIACOM;15.437.324.153.001.600.000.000;;840;8f0c3249-70e2-4867-b0e2-65434a5bd8e6;2;;
2024-07-05 09:27:48.000000 UTC;Success;CNP;INTER;103,58;2024;202406;9550;CXIX US;82.302.304.153.000.000.000.000;;978;;;;
2024-07-16 10:03:42.000000 UTC;Success;ROBO;INTER;298,35;2024;202406;2246000;CENTRO HOME CELL;55.441.774.163.160.000.000.000;;600;;;;
2024-07-24 09:42:01.000000 UTC;Success;CNP;INTER;51;2024;202406;5100;ultimatereps.com;71.203.414.177.134.000.000.000;;840;;;;
2024-08-07 14:16:13.000000 UTC;Success;CNP;INTER;65,95;2024;202407;24224;QUAIJIA PORTAL LLC;72.305.164.205.083.600.000.000;;784;cb82364f-a997-463c-8f40-30e12d01cb8e;2;;
2024-09-23 14:29:56.000000 UTC;Success;CNP;INTER;13,25;2024;202408;6000;PGMALL-ECOM;5.481.144.218.001.020.000.000;;458;1140b341-c4d0-4ab6-b106-2573089886ee;2;;
2024-09-11 07:24:42.000000 UTC;Success;CNP;INTER;84,68;2024;202408;7999900;MUNDO GAMER-TIENDANUBE;8.032.054.239.004.300.000.000;;32;;;;
2024-09-24 15:08:11.000000 UTC;Success;CNP;INTER;24,99;2024;202409;2499;PM *Mole HK Limited;2.691.784.249.910.010.000.000;;840;c74682e8-7c71-43ac-be03-df4ac20beba7;2;;
2024-09-30 09:02:14.000000 UTC;Success;CNP;INTER;49;2024;202409;4900;RETO DEL AYUNO;82.308.964.255.000.000.000.000;;840;;;;
2024-07-16 10:12:16.000000 UTC;Success;ROBO;INTER;325,4;2024;202405;32540;AVIANCA COM;75.116.804.150.151.600.000.000;;840;b1174d42-9419-4887-a29a-81b60fc44a6b;2;;
2024-06-13 10:00:00.000000 UTC;Success;CNP;INTER;9,99;2024;202405;999;SHOP AT MARS;82.712.794.124.900.000.000.000;;840;;;;
2024-06-13 10:00:00.000000 UTC;Success;CNP;INTER;49;2024;202405;4900;SHOP AT MARS;82.712.794.144.900.000.000.000;;840;;;;
2024-08-14 09:17:16.000000 UTC;Success;CNP;INTER;4;2024;202407;400;weplantasksclub;85.643.194.184.426.000.000.000;;840;f504cdc3-8ede-49fe-abf3-538ba4100d27;2;;
2024-08-14 09:17:16.000000 UTC;Success;CNP;INTER;72;2024;202407;7200;weplantasksclub;85.643.194.187.426.000.000.000;;840;;;;
2024-03-18 13:58:56.000000 UTC;Success;CNP;INTER;201,26;2024;202403;16961600;PATH SOCIAL INSTA;82.711.164.063.000.000.000.000;;32;;;;
2024-03-18 13:58:56.000000 UTC;Success;CNP;INTER;50,98;2024;202403;4296000;PATH SOCIAL INSTA;82.711.164.063.000.000.000.000;;32;;;;
2024-03-18 13:58:56.000000 UTC;Success;CNP;INTER;35,7;2024;202403;3009000;PATH SOCIAL INSTA;82.711.164.063.000.000.000.000;;32;;;;
2024-08-05 09:13:53.000000 UTC;Success;CNP;INTER;97;2024;202405;9700;SPEECHIFY.COM/RECEIPT;82.711.164.152.000.000.000.000;;840;;;;
2024-09-18 09:20:21.000000 UTC;Success;CNP;INTER;64,9;2024;202408;6490;NOPING;82.711.164.230.000.000.000.000;;840;;;;
2024-08-05 08:17:28.000000 UTC;Success;CNP;INTER;4;2024;202407;400;sarittas.com;75.282.524.196.134.200.000.000;;840;4ccb1549-5c96-488c-8bbc-a7f5e00b5224;2;;
2024-08-05 08:17:28.000000 UTC;Success;CNP;INTER;65;2024;202407;6500;sarittas.com;75.282.524.199.134.300.000.000;;840;;;;
2024-08-22 09:51:34.000000 UTC;Success;CNP;INTER;4;2024;202407;400;Todotasker.com;75.282.524.208.134.400.000.000;;840;4f4176dc-d264-4104-817e-88d76bffdb89;2;;
2024-08-22 09:51:34.000000 UTC;Success;CNP;INTER;72;2024;202407;7200;Todotasker.com;75.282.524.211.134.400.000.000;;840;;;;
2024-03-27 13:39:49.000000 UTC;Success;CNP;INTER;0,54;2024;202402;45000;WWW.MOBEFIND.COM;82.644.314.042.000.000.000.000;;32;;;;
2024-03-27 13:39:49.000000 UTC;Success;CNP;INTER;4,69;2024;202402;390000;MOBEFIND #3TQWF;82.644.314.043.000.000.000.000;;32;;;;
2024-06-27 13:18:47.000000 UTC;Success;CNP;INTER;5,39;2024;202405;539;VPN* BYGH73EP1Y;82.644.314.131.000.000.000.000;;840;5dffa34c-0570-4471-91dd-ad2e4f657460;2;;
2024-06-27 13:18:47.000000 UTC;Success;CNP;INTER;20,14;2024;202405;1865;GPORTAL;82.644.314.138.000.000.000.000;;978;;;;
2024-09-24 15:01:15.000000 UTC;Success;CNP;INTER;1;2024;202409;100;FOLLOWERS REPORTS;82.644.314.248.000.000.000.000;;840;;;;
2024-09-24 15:01:15.000000 UTC;Success;CNP;INTER;49,99;2024;202409;4999;FOLLOWERS* TRIAL 7-DAY;82.644.314.255.000.000.000.000;;840;;;;
2024-08-07 14:41:44.000000 UTC;Success;CNP;INTER;10,21;2024;202406;948;STRP;75.332.994.163.003.700.000.000;;978;;;;
2024-08-19 08:49:35.000000 UTC;Success;CNP;INTER;30,55;2024;202407;2807;STRP;75.332.994.196.003.700.000.000;;978;;;;
2024-08-19 08:49:35.000000 UTC;Success;CNP;INTER;101,84;2024;202407;9356;STRP;75.332.994.196.003.700.000.000;;978;;;;
2024-08-19 08:49:35.000000 UTC;Success;CNP;INTER;101,84;2024;202407;9356;STRP;75.332.994.196.003.700.000.000;;978;;;;
2024-08-19 08:49:35.000000 UTC;Success;CNP;INTER;50,92;2024;202407;4678;STRP;75.332.994.196.003.700.000.000;;978;;;;
2024-02-29 02:42:18.000000 UTC;Success;CNP;INTER;12,95;2024;202401;1295;EXPRESSVPN.COM;82.305.094.011.000.000.000.000;;840;;;;
2024-02-29 02:42:18.000000 UTC;Success;CNP;INTER;12,95;2024;202401;1295;EXPRESSVPN.COM;82.305.094.011.000.000.000.000;;840;;;;
2024-09-24 09:00:35.000000 UTC;Success;CNP;INTER;27,09;2024;202408;2556700;VENETO EXPRESS;82.305.094.233.000.000.000.000;;32;678bfc4f-806b-4370-8244-5b1bb7792c75;;;
2024-09-11 09:23:14.000000 UTC;Success;CNP;INTER;18,83;2024;202408;1776900;VENETO EXPRESS;82.305.094.233.000.000.000.000;;32;;;;
2024-09-24 13:35:35.000000 UTC;Success;CNP;INTER;34;2024;202408;3400;WORDPRESS Y8GEAWCLDS;82.305.094.235.000.000.000.000;;840;;;;
2024-09-18 08:48:43.000000 UTC;Success;CNP;INTER;26,04;2024;202408;2459880;VENETO EXPRESS;82.305.094.237.000.000.000.000;;32;;;;
2024-09-18 08:48:43.000000 UTC;Success;CNP;INTER;23,14;2024;202408;2186560;VENETO EXPRESS;82.305.094.237.000.000.000.000;;32;;;;
2024-09-24 14:55:52.000000 UTC;Success;CNP;INTER;29,99;2024;202408;2999;YOUR-HEALTH-COACH.COM;82.305.094.238.000.000.000.000;;840;;;;
2024-09-24 13:35:35.000000 UTC;Success;CNP;INTER;40;2024;202408;4000;WORDPRESS SC5JVXLPF1;82.305.094.238.000.000.000.000;;840;;;;
2024-08-22 09:08:13.000000 UTC;Success;CNP;INTER;4;2024;202407;400;SMARTBIZZHUB.COM;75.327.554.187.712.300.000.000;;840;27b7e075-29bc-4850-8e32-c4f808a9e392;1;;
2024-08-22 09:08:13.000000 UTC;Success;CNP;INTER;48;2024;202407;4800;SMARTBIZZHUB.COM;75.327.554.190.713.200.000.000;;840;;;;
2024-08-14 09:46:08.000000 UTC;Success;CNP;INTER;65,74;2024;202407;6033;SEGPAYUK.COM*ZONE8MEDI;75.327.554.205.713.100.000.000;;978;ac79e9f7-4f6c-4feb-b924-7dccb1344a32;1;;
2024-08-22 09:08:13.000000 UTC;Success;CNP;INTER;48;2024;202408;4800;SMARTBIZZHUB.COM;75.327.554.220.712.800.000.000;;840;;;;
2024-05-02 11:15:32.000000 UTC;Success;ROBO;INTER;432,38;2024;202404;423963;PC FACTORY TEMUCO 2;85.436.554.092.100.100.000.000;;152;;;;
2024-05-02 11:15:32.000000 UTC;Success;ROBO;INTER;16,79;2024;202404;16460;GRUPO KENTUCKY;85.436.554.092.100.100.000.000;;152;;;;
2024-07-15 12:30:56.000000 UTC;Success;CNP;INTER;5,1;2024;202406;510;jwsbill.com;2.653.794.167.095.350.000.000;;840;;;;
2024-07-15 12:30:56.000000 UTC;Success;CNP;INTER;33,9;2024;202406;3390;jwsbill.com;2.653.794.167.095.360.000.000;;840;;;;
2024-05-22 13:30:08.000000 UTC;Success;CNP;INTER;42,48;2024;202401;4248;KEVAW.COM;85.249.974.004.900.000.000.000;;840;;;;
2024-05-22 13:30:08.000000 UTC;Success;CNP;INTER;1;2024;202401;100;KEVAW.COM;85.249.974.004.900.000.000.000;;840;;;;
2024-05-02 10:52:44.000000 UTC;Success;CNP;INTER;41,88;2024;202403;4188;StuDocuCOM;15.265.674.070.000.500.000.000;;840;;;;
2024-05-22 09:39:36.000000 UTC;Success;CNP;LOCAL;7,87;2024;202402;653000;UBER *TRIP HELP.UBER.C;15.188.984.039.000.000.000.000;;32;;;;
2024-06-13 14:44:54.000000 UTC;Success;CNP;LOCAL;0,22;2024;202404;18800;FACEBK UC8BW2UXR2;15.265.674.100.000.200.000.000;;32;;;;
2024-07-04 15:20:03.000000 UTC;Success;CNP;LOCAL;29,57;2024;202405;2602500;HOTMART GANATIC;15.265.674.128.000.900.000.000;;32;;;;
2024-09-24 14:08:04.000000 UTC;Success;CNP;INTER;119,01;2024;202408;10897;FLIXBUS.COM;15.265.674.221.003.000.000.000;;978;460f2c08-e4a0-4070-a1c1-13fad7e78ceb;2;;
2024-09-04 09:37:44.000000 UTC;Success;CNP;INTER;83,13;2024;202408;8313;VIAGOGO Event Tickets;15.265.674.226.002.400.000.000;;840;;;;
2024-09-30 07:57:46.000000 UTC;Success;CNP;INTER;293,45;2024;202409;29345;VIAGOGO Event Tickets;15.265.674.247.003.400.000.000;;840;;;;
2024-05-22 14:20:52.000000 UTC;Success;CNP;INTER;59;2024;202403;5900;WIX.COM;55.429.504.091.745.900.000.000;;840;;;;
2024-03-27 13:39:49.000000 UTC;Success;CNP;LOCAL;0,86;2024;202402;71154;trackguard app;25.544.204.045.020.000.000.000;;32;;;;
2024-03-27 13:49:12.000000 UTC;Success;ROBO;LOCAL;13,24;2024;202403;1115619;SUPERM LA ANONIMA 38;25.544.204.065.020.000.000.000;;32;;;;
2024-05-02 13:06:25.000000 UTC;Success;CNP;INTER;46,36;2024;202403;3960540;TELECENTRO SA;25.544.204.083.020.000.000.000;;32;;;;
2024-05-02 12:15:18.000000 UTC;Success;ROBO;LOCAL;7,07;2024;202404;606600;GLOBAL PVC SRL;25.544.204.095.020.000.000.000;;32;;;;
2024-05-02 10:39:26.000000 UTC;Success;CNP;LOCAL;46,42;2024;202404;3999900;DLO*Blanqueria fl;25.544.204.096.020.000.000.000;;32;;;;
2024-06-13 14:44:54.000000 UTC;Success;CNP;LOCAL;0,58;2024;202404;50000;MOV REC SALDO T/P-DCP;25.544.204.100.020.000.000.000;;32;;;;
2024-06-13 14:44:54.000000 UTC;Success;CNP;LOCAL;0,58;2024;202404;50000;MOV REC SALDO T/P-DCP;25.544.204.100.020.000.000.000;;32;;;;
2024-06-12 15:26:19.000000 UTC;Success;ROBO;LOCAL;10,5;2024;202404;907851;TEL MOVIL TELECOM;25.544.204.102.020.000.000.000;;32;;;;
2024-06-13 10:17:52.000000 UTC;Success;ROBO;LOCAL;440,48;2024;202404;38531000;DOCTOR CULTIVO;25.544.204.120.020.000.000.000;;32;;;;
